;function;xstart;dim;sigma;estart;eps;val
2394;rastrigin;gauss;5;0.9;exp;0.5;203.0
2395;rastrigin;gauss;5;0.9;exp;0.25;200.45
2396;rastrigin;gauss;5;0.9;exp;0.1;202.45
2397;rastrigin;gauss;5;0.9;exp;0.01;201.35
2398;rastrigin;gauss;5;0.9;exp;0.001;196.5
2399;rastrigin;gauss;5;0.9;exp;0.0001;202.1
2400;rastrigin;gauss;10;0.05;dull;0.5;240.8
2401;rastrigin;gauss;10;0.05;dull;0.25;241.0
2402;rastrigin;gauss;10;0.05;dull;0.1;239.9
2403;rastrigin;gauss;10;0.05;dull;0.01;245.15
2404;rastrigin;gauss;10;0.05;dull;0.001;240.55
2405;rastrigin;gauss;10;0.05;dull;0.0001;242.35
2406;rastrigin;gauss;10;0.05;gauss;0.5;240.8
2407;rastrigin;gauss;10;0.05;gauss;0.25;241.0
2408;rastrigin;gauss;10;0.05;gauss;0.1;239.9
2409;rastrigin;gauss;10;0.05;gauss;0.01;245.15
2410;rastrigin;gauss;10;0.05;gauss;0.001;240.55
2411;rastrigin;gauss;10;0.05;gauss;0.0001;242.35
2412;rastrigin;gauss;10;0.05;uniform;0.5;240.8
2413;rastrigin;gauss;10;0.05;uniform;0.25;241.0
2414;rastrigin;gauss;10;0.05;uniform;0.1;239.9
2415;rastrigin;gauss;10;0.05;uniform;0.01;245.15
2416;rastrigin;gauss;10;0.05;uniform;0.001;240.55
2417;rastrigin;gauss;10;0.05;uniform;0.0001;242.35
2418;rastrigin;gauss;10;0.05;exp;0.5;240.8
2419;rastrigin;gauss;10;0.05;exp;0.25;241.0
2420;rastrigin;gauss;10;0.05;exp;0.1;239.9
2421;rastrigin;gauss;10;0.05;exp;0.01;245.15
2422;rastrigin;gauss;10;0.05;exp;0.001;240.55
2423;rastrigin;gauss;10;0.05;exp;0.0001;242.35
2424;rastrigin;gauss;10;0.1;dull;0.5;238.5
2425;rastrigin;gauss;10;0.1;dull;0.25;239.0
2426;rastrigin;gauss;10;0.1;dull;0.1;240.15
2427;rastrigin;gauss;10;0.1;dull;0.01;237.9
2428;rastrigin;gauss;10;0.1;dull;0.001;237.6
2429;rastrigin;gauss;10;0.1;dull;0.0001;240.3
2430;rastrigin;gauss;10;0.1;gauss;0.5;238.5
2431;rastrigin;gauss;10;0.1;gauss;0.25;239.0
2432;rastrigin;gauss;10;0.1;gauss;0.1;240.15
2433;rastrigin;gauss;10;0.1;gauss;0.01;237.9
2434;rastrigin;gauss;10;0.1;gauss;0.001;237.6
2435;rastrigin;gauss;10;0.1;gauss;0.0001;240.3
2436;rastrigin;gauss;10;0.1;uniform;0.5;238.5
2437;rastrigin;gauss;10;0.1;uniform;0.25;239.0
2438;rastrigin;gauss;10;0.1;uniform;0.1;240.15
2439;rastrigin;gauss;10;0.1;uniform;0.01;237.9
2440;rastrigin;gauss;10;0.1;uniform;0.001;237.6
2441;rastrigin;gauss;10;0.1;uniform;0.0001;240.3
2442;rastrigin;gauss;10;0.1;exp;0.5;238.5
2443;rastrigin;gauss;10;0.1;exp;0.25;239.0
2444;rastrigin;gauss;10;0.1;exp;0.1;240.15
2445;rastrigin;gauss;10;0.1;exp;0.01;237.9
2446;rastrigin;gauss;10;0.1;exp;0.001;237.6
2447;rastrigin;gauss;10;0.1;exp;0.0001;240.3
2448;rastrigin;gauss;10;0.3;dull;0.5;248.05
2449;rastrigin;gauss;10;0.3;dull;0.25;249.45
2450;rastrigin;gauss;10;0.3;dull;0.1;248.25
2451;rastrigin;gauss;10;0.3;dull;0.01;246.2
2452;rastrigin;gauss;10;0.3;dull;0.001;249.4
2453;rastrigin;gauss;10;0.3;dull;0.0001;244.7
2454;rastrigin;gauss;10;0.3;gauss;0.5;248.05
2455;rastrigin;gauss;10;0.3;gauss;0.25;249.45
2456;rastrigin;gauss;10;0.3;gauss;0.1;248.25
2457;rastrigin;gauss;10;0.3;gauss;0.01;246.2
2458;rastrigin;gauss;10;0.3;gauss;0.001;249.4
2459;rastrigin;gauss;10;0.3;gauss;0.0001;244.7
2460;rastrigin;gauss;10;0.3;uniform;0.5;248.05
2461;rastrigin;gauss;10;0.3;uniform;0.25;249.45
2462;rastrigin;gauss;10;0.3;uniform;0.1;248.25
2463;rastrigin;gauss;10;0.3;uniform;0.01;246.2
2464;rastrigin;gauss;10;0.3;uniform;0.001;249.4
2465;rastrigin;gauss;10;0.3;uniform;0.0001;244.7
2466;rastrigin;gauss;10;0.3;exp;0.5;248.05
2467;rastrigin;gauss;10;0.3;exp;0.25;249.45
2468;rastrigin;gauss;10;0.3;exp;0.1;248.25
2469;rastrigin;gauss;10;0.3;exp;0.01;246.2
2470;rastrigin;gauss;10;0.3;exp;0.001;249.4
2471;rastrigin;gauss;10;0.3;exp;0.0001;244.7
2472;rastrigin;gauss;10;0.9;dull;0.5;309.9
2473;rastrigin;gauss;10;0.9;dull;0.25;317.2
2474;rastrigin;gauss;10;0.9;dull;0.1;302.9
2475;rastrigin;gauss;10;0.9;dull;0.01;304.45
2476;rastrigin;gauss;10;0.9;dull;0.001;312.25
2477;rastrigin;gauss;10;0.9;dull;0.0001;310.75
2478;rastrigin;gauss;10;0.9;gauss;0.5;309.9
2479;rastrigin;gauss;10;0.9;gauss;0.25;317.2
2480;rastrigin;gauss;10;0.9;gauss;0.1;302.9
2481;rastrigin;gauss;10;0.9;gauss;0.01;304.45
2482;rastrigin;gauss;10;0.9;gauss;0.001;312.25
2483;rastrigin;gauss;10;0.9;gauss;0.0001;310.75
2484;rastrigin;gauss;10;0.9;uniform;0.5;309.9
2485;rastrigin;gauss;10;0.9;uniform;0.25;317.2
2486;rastrigin;gauss;10;0.9;uniform;0.1;302.9
2487;rastrigin;gauss;10;0.9;uniform;0.01;304.45
2488;rastrigin;gauss;10;0.9;uniform;0.001;312.25
2489;rastrigin;gauss;10;0.9;uniform;0.0001;310.75
2490;rastrigin;gauss;10;0.9;exp;0.5;309.9
2491;rastrigin;gauss;10;0.9;exp;0.25;317.2
2492;rastrigin;gauss;10;0.9;exp;0.1;302.9
2493;rastrigin;gauss;10;0.9;exp;0.01;304.45
2494;rastrigin;gauss;10;0.9;exp;0.001;312.25
2495;rastrigin;gauss;10;0.9;exp;0.0001;310.75
2496;rastrigin;uniform;5;0.05;dull;0.5;160.15
2497;rastrigin;uniform;5;0.05;dull;0.25;158.7
2498;rastrigin;uniform;5;0.05;dull;0.1;157.7
2499;rastrigin;uniform;5;0.05;dull;0.01;161.75
2500;rastrigin;uniform;5;0.05;dull;0.001;166.4
2501;rastrigin;uniform;5;0.05;dull;0.0001;153.6
2502;rastrigin;uniform;5;0.05;gauss;0.5;160.15
2503;rastrigin;uniform;5;0.05;gauss;0.25;158.7
2504;rastrigin;uniform;5;0.05;gauss;0.1;157.7
2505;rastrigin;uniform;5;0.05;gauss;0.01;161.75
2506;rastrigin;uniform;5;0.05;gauss;0.001;166.4
2507;rastrigin;uniform;5;0.05;gauss;0.0001;153.6
2508;rastrigin;uniform;5;0.05;uniform;0.5;160.15
2509;rastrigin;uniform;5;0.05;uniform;0.25;158.7
2510;rastrigin;uniform;5;0.05;uniform;0.1;157.7
2511;rastrigin;uniform;5;0.05;uniform;0.01;161.75
2512;rastrigin;uniform;5;0.05;uniform;0.001;166.4
2513;rastrigin;uniform;5;0.05;uniform;0.0001;153.6
2514;rastrigin;uniform;5;0.05;exp;0.5;160.15
2515;rastrigin;uniform;5;0.05;exp;0.25;158.7
2516;rastrigin;uniform;5;0.05;exp;0.1;157.7
2517;rastrigin;uniform;5;0.05;exp;0.01;161.75
2518;rastrigin;uniform;5;0.05;exp;0.001;166.4
2519;rastrigin;uniform;5;0.05;exp;0.0001;153.6
2520;rastrigin;uniform;5;0.1;dull;0.5;151.9
2521;rastrigin;uniform;5;0.1;dull;0.25;160.75
2522;rastrigin;uniform;5;0.1;dull;0.1;153.05
2523;rastrigin;uniform;5;0.1;dull;0.01;147.5
2524;rastrigin;uniform;5;0.1;dull;0.001;158.15
2525;rastrigin;uniform;5;0.1;dull;0.0001;153.75
2526;rastrigin;uniform;5;0.1;gauss;0.5;151.9
2527;rastrigin;uniform;5;0.1;gauss;0.25;160.75
2528;rastrigin;uniform;5;0.1;gauss;0.1;153.05
2529;rastrigin;uniform;5;0.1;gauss;0.01;147.5
2530;rastrigin;uniform;5;0.1;gauss;0.001;158.15
2531;rastrigin;uniform;5;0.1;gauss;0.0001;153.75
2532;rastrigin;uniform;5;0.1;uniform;0.5;151.9
2533;rastrigin;uniform;5;0.1;uniform;0.25;160.75
2534;rastrigin;uniform;5;0.1;uniform;0.1;153.05
2535;rastrigin;uniform;5;0.1;uniform;0.01;147.5
2536;rastrigin;uniform;5;0.1;uniform;0.001;158.15
2537;rastrigin;uniform;5;0.1;uniform;0.0001;153.75
2538;rastrigin;uniform;5;0.1;exp;0.5;151.9
2539;rastrigin;uniform;5;0.1;exp;0.25;160.75
2540;rastrigin;uniform;5;0.1;exp;0.1;153.05
2541;rastrigin;uniform;5;0.1;exp;0.01;147.5
2542;rastrigin;uniform;5;0.1;exp;0.001;158.15
2543;rastrigin;uniform;5;0.1;exp;0.0001;153.75
2544;rastrigin;uniform;5;0.3;dull;0.5;162.6
2545;rastrigin;uniform;5;0.3;dull;0.25;161.05
2546;rastrigin;uniform;5;0.3;dull;0.1;147.95
2547;rastrigin;uniform;5;0.3;dull;0.01;167.2
2548;rastrigin;uniform;5;0.3;dull;0.001;164.05
2549;rastrigin;uniform;5;0.3;dull;0.0001;156.05
2550;rastrigin;uniform;5;0.3;gauss;0.5;162.6
2551;rastrigin;uniform;5;0.3;gauss;0.25;161.05
2552;rastrigin;uniform;5;0.3;gauss;0.1;147.95
2553;rastrigin;uniform;5;0.3;gauss;0.01;167.2
2554;rastrigin;uniform;5;0.3;gauss;0.001;164.05
2555;rastrigin;uniform;5;0.3;gauss;0.0001;156.05
2556;rastrigin;uniform;5;0.3;uniform;0.5;162.6
2557;rastrigin;uniform;5;0.3;uniform;0.25;161.05
2558;rastrigin;uniform;5;0.3;uniform;0.1;147.95
2559;rastrigin;uniform;5;0.3;uniform;0.01;167.2
2560;rastrigin;uniform;5;0.3;uniform;0.001;164.05
2561;rastrigin;uniform;5;0.3;uniform;0.0001;156.05
2562;rastrigin;uniform;5;0.3;exp;0.5;162.6
2563;rastrigin;uniform;5;0.3;exp;0.25;161.05
2564;rastrigin;uniform;5;0.3;exp;0.1;147.95
2565;rastrigin;uniform;5;0.3;exp;0.01;167.2
2566;rastrigin;uniform;5;0.3;exp;0.001;164.05
2567;rastrigin;uniform;5;0.3;exp;0.0001;156.05
2568;rastrigin;uniform;5;0.9;dull;0.5;196.6
2569;rastrigin;uniform;5;0.9;dull;0.25;187.55
2570;rastrigin;uniform;5;0.9;dull;0.1;198.4
2571;rastrigin;uniform;5;0.9;dull;0.01;199.3
2572;rastrigin;uniform;5;0.9;dull;0.001;192.0
2573;rastrigin;uniform;5;0.9;dull;0.0001;194.9
2574;rastrigin;uniform;5;0.9;gauss;0.5;196.6
2575;rastrigin;uniform;5;0.9;gauss;0.25;187.55
2576;rastrigin;uniform;5;0.9;gauss;0.1;198.4
2577;rastrigin;uniform;5;0.9;gauss;0.01;199.3
2578;rastrigin;uniform;5;0.9;gauss;0.001;192.0
2579;rastrigin;uniform;5;0.9;gauss;0.0001;194.9
2580;rastrigin;uniform;5;0.9;uniform;0.5;196.6
2581;rastrigin;uniform;5;0.9;uniform;0.25;187.55
2582;rastrigin;uniform;5;0.9;uniform;0.1;198.4
2583;rastrigin;uniform;5;0.9;uniform;0.01;199.3
2584;rastrigin;uniform;5;0.9;uniform;0.001;192.0
2585;rastrigin;uniform;5;0.9;uniform;0.0001;194.9
2586;rastrigin;uniform;5;0.9;exp;0.5;196.6
2587;rastrigin;uniform;5;0.9;exp;0.25;187.55
2588;rastrigin;uniform;5;0.9;exp;0.1;198.4
2589;rastrigin;uniform;5;0.9;exp;0.01;199.3
2590;rastrigin;uniform;5;0.9;exp;0.001;192.0
2591;rastrigin;uniform;5;0.9;exp;0.0001;194.9
2592;rastrigin;uniform;10;0.05;dull;0.5;240.75
2593;rastrigin;uniform;10;0.05;dull;0.25;239.75
2594;rastrigin;uniform;10;0.05;dull;0.1;241.6
2595;rastrigin;uniform;10;0.05;dull;0.01;238.75
2596;rastrigin;uniform;10;0.05;dull;0.001;244.05
2597;rastrigin;uniform;10;0.05;dull;0.0001;241.4
2598;rastrigin;uniform;10;0.05;gauss;0.5;240.75
2599;rastrigin;uniform;10;0.05;gauss;0.25;239.75
2600;rastrigin;uniform;10;0.05;gauss;0.1;241.6
2601;rastrigin;uniform;10;0.05;gauss;0.01;238.75
2602;rastrigin;uniform;10;0.05;gauss;0.001;244.05
2603;rastrigin;uniform;10;0.05;gauss;0.0001;241.4
2604;rastrigin;uniform;10;0.05;uniform;0.5;240.75
2605;rastrigin;uniform;10;0.05;uniform;0.25;239.75
2606;rastrigin;uniform;10;0.05;uniform;0.1;241.6
2607;rastrigin;uniform;10;0.05;uniform;0.01;238.75
2608;rastrigin;uniform;10;0.05;uniform;0.001;244.05
2609;rastrigin;uniform;10;0.05;uniform;0.0001;241.4
2610;rastrigin;uniform;10;0.05;exp;0.5;240.75
2611;rastrigin;uniform;10;0.05;exp;0.25;239.75
2612;rastrigin;uniform;10;0.05;exp;0.1;241.6
2613;rastrigin;uniform;10;0.05;exp;0.01;238.75
2614;rastrigin;uniform;10;0.05;exp;0.001;244.05
2615;rastrigin;uniform;10;0.05;exp;0.0001;241.4
2616;rastrigin;uniform;10;0.1;dull;0.5;237.25
2617;rastrigin;uniform;10;0.1;dull;0.25;241.7
2618;rastrigin;uniform;10;0.1;dull;0.1;241.15
2619;rastrigin;uniform;10;0.1;dull;0.01;237.45
2620;rastrigin;uniform;10;0.1;dull;0.001;238.8
2621;rastrigin;uniform;10;0.1;dull;0.0001;240.0
2622;rastrigin;uniform;10;0.1;gauss;0.5;237.25
2623;rastrigin;uniform;10;0.1;gauss;0.25;241.7
2624;rastrigin;uniform;10;0.1;gauss;0.1;241.15
2625;rastrigin;uniform;10;0.1;gauss;0.01;237.45
2626;rastrigin;uniform;10;0.1;gauss;0.001;238.8
2627;rastrigin;uniform;10;0.1;gauss;0.0001;240.0
2628;rastrigin;uniform;10;0.1;uniform;0.5;237.25
2629;rastrigin;uniform;10;0.1;uniform;0.25;241.7
2630;rastrigin;uniform;10;0.1;uniform;0.1;241.15
2631;rastrigin;uniform;10;0.1;uniform;0.01;237.45
2632;rastrigin;uniform;10;0.1;uniform;0.001;238.8
2633;rastrigin;uniform;10;0.1;uniform;0.0001;240.0
2634;rastrigin;uniform;10;0.1;exp;0.5;237.25
2635;rastrigin;uniform;10;0.1;exp;0.25;241.7
2636;rastrigin;uniform;10;0.1;exp;0.1;241.15
2637;rastrigin;uniform;10;0.1;exp;0.01;237.45
2638;rastrigin;uniform;10;0.1;exp;0.001;238.8
2639;rastrigin;uniform;10;0.1;exp;0.0001;240.0
2640;rastrigin;uniform;10;0.3;dull;0.5;253.5
2641;rastrigin;uniform;10;0.3;dull;0.25;247.55
2642;rastrigin;uniform;10;0.3;dull;0.1;247.25
2643;rastrigin;uniform;10;0.3;dull;0.01;252.2
2644;rastrigin;uniform;10;0.3;dull;0.001;244.85
2645;rastrigin;uniform;10;0.3;dull;0.0001;240.9
2646;rastrigin;uniform;10;0.3;gauss;0.5;253.5
2647;rastrigin;uniform;10;0.3;gauss;0.25;247.55
2648;rastrigin;uniform;10;0.3;gauss;0.1;247.25
2649;rastrigin;uniform;10;0.3;gauss;0.01;252.2
2650;rastrigin;uniform;10;0.3;gauss;0.001;244.85
2651;rastrigin;uniform;10;0.3;gauss;0.0001;240.9
2652;rastrigin;uniform;10;0.3;uniform;0.5;253.5
2653;rastrigin;uniform;10;0.3;uniform;0.25;247.55
2654;rastrigin;uniform;10;0.3;uniform;0.1;247.25
2655;rastrigin;uniform;10;0.3;uniform;0.01;252.2
2656;rastrigin;uniform;10;0.3;uniform;0.001;244.85
2657;rastrigin;uniform;10;0.3;uniform;0.0001;240.9
2658;rastrigin;uniform;10;0.3;exp;0.5;253.5
2659;rastrigin;uniform;10;0.3;exp;0.25;247.55
2660;rastrigin;uniform;10;0.3;exp;0.1;247.25
2661;rastrigin;uniform;10;0.3;exp;0.01;252.2
2662;rastrigin;uniform;10;0.3;exp;0.001;244.85
2663;rastrigin;uniform;10;0.3;exp;0.0001;240.9
2664;rastrigin;uniform;10;0.9;dull;0.5;330.8
2665;rastrigin;uniform;10;0.9;dull;0.25;321.25
2666;rastrigin;uniform;10;0.9;dull;0.1;310.0
2667;rastrigin;uniform;10;0.9;dull;0.01;302.45
2668;rastrigin;uniform;10;0.9;dull;0.001;318.45
2669;rastrigin;uniform;10;0.9;dull;0.0001;316.55
2670;rastrigin;uniform;10;0.9;gauss;0.5;330.8
2671;rastrigin;uniform;10;0.9;gauss;0.25;321.25
2672;rastrigin;uniform;10;0.9;gauss;0.1;310.0
2673;rastrigin;uniform;10;0.9;gauss;0.01;302.45
2674;rastrigin;uniform;10;0.9;gauss;0.001;318.45
2675;rastrigin;uniform;10;0.9;gauss;0.0001;316.55
2676;rastrigin;uniform;10;0.9;uniform;0.5;330.8
2677;rastrigin;uniform;10;0.9;uniform;0.25;321.25
2678;rastrigin;uniform;10;0.9;uniform;0.1;310.0
2679;rastrigin;uniform;10;0.9;uniform;0.01;302.45
2680;rastrigin;uniform;10;0.9;uniform;0.001;318.45
2681;rastrigin;uniform;10;0.9;uniform;0.0001;316.55
2682;rastrigin;uniform;10;0.9;exp;0.5;330.8
2683;rastrigin;uniform;10;0.9;exp;0.25;321.25
2684;rastrigin;uniform;10;0.9;exp;0.1;310.0
2685;rastrigin;uniform;10;0.9;exp;0.01;302.45
2686;rastrigin;uniform;10;0.9;exp;0.001;318.45
2687;rastrigin;uniform;10;0.9;exp;0.0001;316.55
2688;rastrigin;exp;5;0.05;dull;0.5;158.75
2689;rastrigin;exp;5;0.05;dull;0.25;159.3
2690;rastrigin;exp;5;0.05;dull;0.1;162.2
2691;rastrigin;exp;5;0.05;dull;0.01;162.25
2692;rastrigin;exp;5;0.05;dull;0.001;155.3
2693;rastrigin;exp;5;0.05;dull;0.0001;162.95
2694;rastrigin;exp;5;0.05;gauss;0.5;158.75
2695;rastrigin;exp;5;0.05;gauss;0.25;159.3
2696;rastrigin;exp;5;0.05;gauss;0.1;162.2
2697;rastrigin;exp;5;0.05;gauss;0.01;162.25
2698;rastrigin;exp;5;0.05;gauss;0.001;155.3
2699;rastrigin;exp;5;0.05;gauss;0.0001;162.95
2700;rastrigin;exp;5;0.05;uniform;0.5;158.75
2701;rastrigin;exp;5;0.05;uniform;0.25;159.3
2702;rastrigin;exp;5;0.05;uniform;0.1;162.2
2703;rastrigin;exp;5;0.05;uniform;0.01;162.25
2704;rastrigin;exp;5;0.05;uniform;0.001;155.3
2705;rastrigin;exp;5;0.05;uniform;0.0001;162.95
2706;rastrigin;exp;5;0.05;exp;0.5;158.75
2707;rastrigin;exp;5;0.05;exp;0.25;159.3
2708;rastrigin;exp;5;0.05;exp;0.1;162.2
2709;rastrigin;exp;5;0.05;exp;0.01;162.25
2710;rastrigin;exp;5;0.05;exp;0.001;155.3
2711;rastrigin;exp;5;0.05;exp;0.0001;162.95
2712;rastrigin;exp;5;0.1;dull;0.5;157.3
2713;rastrigin;exp;5;0.1;dull;0.25;156.75
2714;rastrigin;exp;5;0.1;dull;0.1;158.75
2715;rastrigin;exp;5;0.1;dull;0.01;159.65
2716;rastrigin;exp;5;0.1;dull;0.001;156.1
2717;rastrigin;exp;5;0.1;dull;0.0001;159.8
2718;rastrigin;exp;5;0.1;gauss;0.5;157.3
2719;rastrigin;exp;5;0.1;gauss;0.25;156.75
2720;rastrigin;exp;5;0.1;gauss;0.1;158.75
2721;rastrigin;exp;5;0.1;gauss;0.01;159.65
2722;rastrigin;exp;5;0.1;gauss;0.001;156.1
2723;rastrigin;exp;5;0.1;gauss;0.0001;159.8
2724;rastrigin;exp;5;0.1;uniform;0.5;157.3
2725;rastrigin;exp;5;0.1;uniform;0.25;156.75
2726;rastrigin;exp;5;0.1;uniform;0.1;158.75
2727;rastrigin;exp;5;0.1;uniform;0.01;159.65
2728;rastrigin;exp;5;0.1;uniform;0.001;156.1
2729;rastrigin;exp;5;0.1;uniform;0.0001;159.8
2730;rastrigin;exp;5;0.1;exp;0.5;157.3
2731;rastrigin;exp;5;0.1;exp;0.25;156.75
2732;rastrigin;exp;5;0.1;exp;0.1;158.75
2733;rastrigin;exp;5;0.1;exp;0.01;159.65
2734;rastrigin;exp;5;0.1;exp;0.001;156.1
2735;rastrigin;exp;5;0.1;exp;0.0001;159.8
2736;rastrigin;exp;5;0.3;dull;0.5;156.4
2737;rastrigin;exp;5;0.3;dull;0.25;164.15
2738;rastrigin;exp;5;0.3;dull;0.1;159.95
2739;rastrigin;exp;5;0.3;dull;0.01;144.7
2740;rastrigin;exp;5;0.3;dull;0.001;162.45
2741;rastrigin;exp;5;0.3;dull;0.0001;178.3
2742;rastrigin;exp;5;0.3;gauss;0.5;156.4
2743;rastrigin;exp;5;0.3;gauss;0.25;164.15
2744;rastrigin;exp;5;0.3;gauss;0.1;159.95
2745;rastrigin;exp;5;0.3;gauss;0.01;144.7
2746;rastrigin;exp;5;0.3;gauss;0.001;162.45
2747;rastrigin;exp;5;0.3;gauss;0.0001;178.3
2748;rastrigin;exp;5;0.3;uniform;0.5;156.4
2749;rastrigin;exp;5;0.3;uniform;0.25;164.15
2750;rastrigin;exp;5;0.3;uniform;0.1;159.95
2751;rastrigin;exp;5;0.3;uniform;0.01;144.7
2752;rastrigin;exp;5;0.3;uniform;0.001;162.45
2753;rastrigin;exp;5;0.3;uniform;0.0001;178.3
2754;rastrigin;exp;5;0.3;exp;0.5;156.4
2755;rastrigin;exp;5;0.3;exp;0.25;164.15
2756;rastrigin;exp;5;0.3;exp;0.1;159.95
2757;rastrigin;exp;5;0.3;exp;0.01;144.7
2758;rastrigin;exp;5;0.3;exp;0.001;162.45
2759;rastrigin;exp;5;0.3;exp;0.0001;178.3
2760;rastrigin;exp;5;0.9;dull;0.5;206.65
2761;rastrigin;exp;5;0.9;dull;0.25;205.55
2762;rastrigin;exp;5;0.9;dull;0.1;203.45
2763;rastrigin;exp;5;0.9;dull;0.01;198.0
2764;rastrigin;exp;5;0.9;dull;0.001;209.35
2765;rastrigin;exp;5;0.9;dull;0.0001;209.0
2766;rastrigin;exp;5;0.9;gauss;0.5;206.65
2767;rastrigin;exp;5;0.9;gauss;0.25;205.55
2768;rastrigin;exp;5;0.9;gauss;0.1;203.45
2769;rastrigin;exp;5;0.9;gauss;0.01;198.0
2770;rastrigin;exp;5;0.9;gauss;0.001;209.35
2771;rastrigin;exp;5;0.9;gauss;0.0001;209.0
2772;rastrigin;exp;5;0.9;uniform;0.5;206.65
2773;rastrigin;exp;5;0.9;uniform;0.25;205.55
2774;rastrigin;exp;5;0.9;uniform;0.1;203.45
2775;rastrigin;exp;5;0.9;uniform;0.01;198.0
2776;rastrigin;exp;5;0.9;uniform;0.001;209.35
2777;rastrigin;exp;5;0.9;uniform;0.0001;209.0
2778;rastrigin;exp;5;0.9;exp;0.5;206.65
2779;rastrigin;exp;5;0.9;exp;0.25;205.55
2780;rastrigin;exp;5;0.9;exp;0.1;203.45
2781;rastrigin;exp;5;0.9;exp;0.01;198.0
2782;rastrigin;exp;5;0.9;exp;0.001;209.35
2783;rastrigin;exp;5;0.9;exp;0.0001;209.0
2784;rastrigin;exp;10;0.05;dull;0.5;242.55
2785;rastrigin;exp;10;0.05;dull;0.25;240.0
2786;rastrigin;exp;10;0.05;dull;0.1;243.15
2787;rastrigin;exp;10;0.05;dull;0.01;241.9
2788;rastrigin;exp;10;0.05;dull;0.001;238.7
2789;rastrigin;exp;10;0.05;dull;0.0001;242.55
2790;rastrigin;exp;10;0.05;gauss;0.5;242.55
2791;rastrigin;exp;10;0.05;gauss;0.25;240.0
2792;rastrigin;exp;10;0.05;gauss;0.1;243.15
2793;rastrigin;exp;10;0.05;gauss;0.01;241.9
2794;rastrigin;exp;10;0.05;gauss;0.001;238.7
2795;rastrigin;exp;10;0.05;gauss;0.0001;242.55
2796;rastrigin;exp;10;0.05;uniform;0.5;242.55
2797;rastrigin;exp;10;0.05;uniform;0.25;240.0
2798;rastrigin;exp;10;0.05;uniform;0.1;243.15
2799;rastrigin;exp;10;0.05;uniform;0.01;241.9
2800;rastrigin;exp;10;0.05;uniform;0.001;238.7
2801;rastrigin;exp;10;0.05;uniform;0.0001;242.55
2802;rastrigin;exp;10;0.05;exp;0.5;242.55
2803;rastrigin;exp;10;0.05;exp;0.25;240.0
2804;rastrigin;exp;10;0.05;exp;0.1;243.15
2805;rastrigin;exp;10;0.05;exp;0.01;241.9
2806;rastrigin;exp;10;0.05;exp;0.001;238.7
2807;rastrigin;exp;10;0.05;exp;0.0001;242.55
2808;rastrigin;exp;10;0.1;dull;0.5;237.8
2809;rastrigin;exp;10;0.1;dull;0.25;241.1
2810;rastrigin;exp;10;0.1;dull;0.1;241.4
2811;rastrigin;exp;10;0.1;dull;0.01;237.7
2812;rastrigin;exp;10;0.1;dull;0.001;238.0
2813;rastrigin;exp;10;0.1;dull;0.0001;237.35
2814;rastrigin;exp;10;0.1;gauss;0.5;237.8
2815;rastrigin;exp;10;0.1;gauss;0.25;241.1
2816;rastrigin;exp;10;0.1;gauss;0.1;241.4
2817;rastrigin;exp;10;0.1;gauss;0.01;237.7
2818;rastrigin;exp;10;0.1;gauss;0.001;238.0
2819;rastrigin;exp;10;0.1;gauss;0.0001;237.35
2820;rastrigin;exp;10;0.1;uniform;0.5;237.8
2821;rastrigin;exp;10;0.1;uniform;0.25;241.1
2822;rastrigin;exp;10;0.1;uniform;0.1;241.4
2823;rastrigin;exp;10;0.1;uniform;0.01;237.7
2824;rastrigin;exp;10;0.1;uniform;0.001;238.0
2825;rastrigin;exp;10;0.1;uniform;0.0001;237.35
2826;rastrigin;exp;10;0.1;exp;0.5;237.8
2827;rastrigin;exp;10;0.1;exp;0.25;241.1
2828;rastrigin;exp;10;0.1;exp;0.1;241.4
2829;rastrigin;exp;10;0.1;exp;0.01;237.7
2830;rastrigin;exp;10;0.1;exp;0.001;238.0
2831;rastrigin;exp;10;0.1;exp;0.0001;237.35
2832;rastrigin;exp;10;0.3;dull;0.5;262.95
2833;rastrigin;exp;10;0.3;dull;0.25;249.65
2834;rastrigin;exp;10;0.3;dull;0.1;245.9
2835;rastrigin;exp;10;0.3;dull;0.01;248.25
2836;rastrigin;exp;10;0.3;dull;0.001;242.2
2837;rastrigin;exp;10;0.3;dull;0.0001;250.75
2838;rastrigin;exp;10;0.3;gauss;0.5;262.95
2839;rastrigin;exp;10;0.3;gauss;0.25;249.65
2840;rastrigin;exp;10;0.3;gauss;0.1;245.9
2841;rastrigin;exp;10;0.3;gauss;0.01;248.25
2842;rastrigin;exp;10;0.3;gauss;0.001;242.2
2843;rastrigin;exp;10;0.3;gauss;0.0001;250.75
2844;rastrigin;exp;10;0.3;uniform;0.5;262.95
2845;rastrigin;exp;10;0.3;uniform;0.25;249.65
2846;rastrigin;exp;10;0.3;uniform;0.1;245.9
2847;rastrigin;exp;10;0.3;uniform;0.01;248.25
2848;rastrigin;exp;10;0.3;uniform;0.001;242.2
2849;rastrigin;exp;10;0.3;uniform;0.0001;250.75
2850;rastrigin;exp;10;0.3;exp;0.5;262.95
2851;rastrigin;exp;10;0.3;exp;0.25;249.65
2852;rastrigin;exp;10;0.3;exp;0.1;245.9
2853;rastrigin;exp;10;0.3;exp;0.01;248.25
2854;rastrigin;exp;10;0.3;exp;0.001;242.2
