;function;xstart;dim;sigma;estart;eps;val
878;rosen;uniform;10;0.05;uniform;0.1;317.45
879;rosen;uniform;10;0.05;uniform;0.01;355.6
880;rosen;uniform;10;0.05;uniform;0.001;397.6
881;rosen;uniform;10;0.05;uniform;0.0001;438.35
882;rosen;uniform;10;0.05;exp;0.5;279.55
883;rosen;uniform;10;0.05;exp;0.25;319.2
884;rosen;uniform;10;0.05;exp;0.1;317.45
885;rosen;uniform;10;0.05;exp;0.01;355.6
886;rosen;uniform;10;0.05;exp;0.001;397.6
887;rosen;uniform;10;0.05;exp;0.0001;438.35
888;rosen;uniform;10;0.1;dull;0.5;268.85
889;rosen;uniform;10;0.1;dull;0.25;318.4
890;rosen;uniform;10;0.1;dull;0.1;328.3
891;rosen;uniform;10;0.1;dull;0.01;364.95
892;rosen;uniform;10;0.1;dull;0.001;398.95
893;rosen;uniform;10;0.1;dull;0.0001;428.25
894;rosen;uniform;10;0.1;gauss;0.5;268.85
895;rosen;uniform;10;0.1;gauss;0.25;318.4
896;rosen;uniform;10;0.1;gauss;0.1;328.3
897;rosen;uniform;10;0.1;gauss;0.01;364.95
898;rosen;uniform;10;0.1;gauss;0.001;398.95
899;rosen;uniform;10;0.1;gauss;0.0001;428.25
900;rosen;uniform;10;0.1;uniform;0.5;268.85
901;rosen;uniform;10;0.1;uniform;0.25;318.4
902;rosen;uniform;10;0.1;uniform;0.1;328.3
903;rosen;uniform;10;0.1;uniform;0.01;364.95
904;rosen;uniform;10;0.1;uniform;0.001;398.95
905;rosen;uniform;10;0.1;uniform;0.0001;428.25
906;rosen;uniform;10;0.1;exp;0.5;268.85
907;rosen;uniform;10;0.1;exp;0.25;318.4
908;rosen;uniform;10;0.1;exp;0.1;328.3
909;rosen;uniform;10;0.1;exp;0.01;364.95
910;rosen;uniform;10;0.1;exp;0.001;398.95
911;rosen;uniform;10;0.1;exp;0.0001;428.25
912;rosen;uniform;10;0.3;dull;0.5;366.4
913;rosen;uniform;10;0.3;dull;0.25;385.45
914;rosen;uniform;10;0.3;dull;0.1;418.0
915;rosen;uniform;10;0.3;dull;0.01;438.75
916;rosen;uniform;10;0.3;dull;0.001;465.2
917;rosen;uniform;10;0.3;dull;0.0001;480.05
918;rosen;uniform;10;0.3;gauss;0.5;366.4
919;rosen;uniform;10;0.3;gauss;0.25;385.45
920;rosen;uniform;10;0.3;gauss;0.1;418.0
921;rosen;uniform;10;0.3;gauss;0.01;438.75
922;rosen;uniform;10;0.3;gauss;0.001;465.2
923;rosen;uniform;10;0.3;gauss;0.0001;480.05
924;rosen;uniform;10;0.3;uniform;0.5;366.4
925;rosen;uniform;10;0.3;uniform;0.25;385.45
926;rosen;uniform;10;0.3;uniform;0.1;418.0
927;rosen;uniform;10;0.3;uniform;0.01;438.75
928;rosen;uniform;10;0.3;uniform;0.001;465.2
929;rosen;uniform;10;0.3;uniform;0.0001;480.05
930;rosen;uniform;10;0.3;exp;0.5;366.4
931;rosen;uniform;10;0.3;exp;0.25;385.45
932;rosen;uniform;10;0.3;exp;0.1;418.0
933;rosen;uniform;10;0.3;exp;0.01;438.75
934;rosen;uniform;10;0.3;exp;0.001;465.2
935;rosen;uniform;10;0.3;exp;0.0001;480.05
936;rosen;uniform;10;0.9;dull;0.5;421.05
937;rosen;uniform;10;0.9;dull;0.25;439.25
938;rosen;uniform;10;0.9;dull;0.1;424.45
939;rosen;uniform;10;0.9;dull;0.01;489.3
940;rosen;uniform;10;0.9;dull;0.001;562.3
941;rosen;uniform;10;0.9;dull;0.0001;546.9
942;rosen;uniform;10;0.9;gauss;0.5;421.05
943;rosen;uniform;10;0.9;gauss;0.25;439.25
944;rosen;uniform;10;0.9;gauss;0.1;424.45
945;rosen;uniform;10;0.9;gauss;0.01;489.3
946;rosen;uniform;10;0.9;gauss;0.001;562.3
947;rosen;uniform;10;0.9;gauss;0.0001;546.9
948;rosen;uniform;10;0.9;uniform;0.5;421.05
949;rosen;uniform;10;0.9;uniform;0.25;439.25
950;rosen;uniform;10;0.9;uniform;0.1;424.45
951;rosen;uniform;10;0.9;uniform;0.01;489.3
952;rosen;uniform;10;0.9;uniform;0.001;562.3
953;rosen;uniform;10;0.9;uniform;0.0001;546.9
954;rosen;uniform;10;0.9;exp;0.5;421.05
955;rosen;uniform;10;0.9;exp;0.25;439.25
956;rosen;uniform;10;0.9;exp;0.1;424.45
957;rosen;uniform;10;0.9;exp;0.01;489.3
958;rosen;uniform;10;0.9;exp;0.001;562.3
959;rosen;uniform;10;0.9;exp;0.0001;546.9
960;rosen;exp;5;0.05;dull;0.5;120.2
961;rosen;exp;5;0.05;dull;0.25;118.6
962;rosen;exp;5;0.05;dull;0.1;145.85
963;rosen;exp;5;0.05;dull;0.01;197.75
964;rosen;exp;5;0.05;dull;0.001;177.85
965;rosen;exp;5;0.05;dull;0.0001;215.8
966;rosen;exp;5;0.05;gauss;0.5;120.2
967;rosen;exp;5;0.05;gauss;0.25;118.6
968;rosen;exp;5;0.05;gauss;0.1;145.85
969;rosen;exp;5;0.05;gauss;0.01;197.75
970;rosen;exp;5;0.05;gauss;0.001;177.85
971;rosen;exp;5;0.05;gauss;0.0001;215.8
972;rosen;exp;5;0.05;uniform;0.5;120.2
973;rosen;exp;5;0.05;uniform;0.25;118.6
974;rosen;exp;5;0.05;uniform;0.1;145.85
975;rosen;exp;5;0.05;uniform;0.01;197.75
976;rosen;exp;5;0.05;uniform;0.001;177.85
977;rosen;exp;5;0.05;uniform;0.0001;215.8
978;rosen;exp;5;0.05;exp;0.5;120.2
979;rosen;exp;5;0.05;exp;0.25;118.6
980;rosen;exp;5;0.05;exp;0.1;145.85
981;rosen;exp;5;0.05;exp;0.01;197.75
982;rosen;exp;5;0.05;exp;0.001;177.85
983;rosen;exp;5;0.05;exp;0.0001;215.8
984;rosen;exp;5;0.1;dull;0.5;98.0
985;rosen;exp;5;0.1;dull;0.25;119.8
986;rosen;exp;5;0.1;dull;0.1;142.65
987;rosen;exp;5;0.1;dull;0.01;179.05
988;rosen;exp;5;0.1;dull;0.001;182.25
989;rosen;exp;5;0.1;dull;0.0001;205.25
990;rosen;exp;5;0.1;gauss;0.5;98.0
991;rosen;exp;5;0.1;gauss;0.25;119.8
992;rosen;exp;5;0.1;gauss;0.1;142.65
993;rosen;exp;5;0.1;gauss;0.01;179.05
994;rosen;exp;5;0.1;gauss;0.001;182.25
995;rosen;exp;5;0.1;gauss;0.0001;205.25
996;rosen;exp;5;0.1;uniform;0.5;98.0
997;rosen;exp;5;0.1;uniform;0.25;119.8
998;rosen;exp;5;0.1;uniform;0.1;142.65
999;rosen;exp;5;0.1;uniform;0.01;179.05
1000;rosen;exp;5;0.1;uniform;0.001;182.25
1001;rosen;exp;5;0.1;uniform;0.0001;205.25
1002;rosen;exp;5;0.1;exp;0.5;98.0
1003;rosen;exp;5;0.1;exp;0.25;119.8
1004;rosen;exp;5;0.1;exp;0.1;142.65
1005;rosen;exp;5;0.1;exp;0.01;179.05
1006;rosen;exp;5;0.1;exp;0.001;182.25
1007;rosen;exp;5;0.1;exp;0.0001;205.25
1008;rosen;exp;5;0.3;dull;0.5;121.25
1009;rosen;exp;5;0.3;dull;0.25;107.0
1010;rosen;exp;5;0.3;dull;0.1;176.7
1011;rosen;exp;5;0.3;dull;0.01;149.85
1012;rosen;exp;5;0.3;dull;0.001;196.4
1013;rosen;exp;5;0.3;dull;0.0001;186.25
1014;rosen;exp;5;0.3;gauss;0.5;121.25
1015;rosen;exp;5;0.3;gauss;0.25;107.0
1016;rosen;exp;5;0.3;gauss;0.1;176.7
1017;rosen;exp;5;0.3;gauss;0.01;149.85
1018;rosen;exp;5;0.3;gauss;0.001;196.4
1019;rosen;exp;5;0.3;gauss;0.0001;186.25
1020;rosen;exp;5;0.3;uniform;0.5;121.25
1021;rosen;exp;5;0.3;uniform;0.25;107.0
1022;rosen;exp;5;0.3;uniform;0.1;176.7
1023;rosen;exp;5;0.3;uniform;0.01;149.85
1024;rosen;exp;5;0.3;uniform;0.001;196.4
1025;rosen;exp;5;0.3;uniform;0.0001;186.25
1026;rosen;exp;5;0.3;exp;0.5;121.25
1027;rosen;exp;5;0.3;exp;0.25;107.0
1028;rosen;exp;5;0.3;exp;0.1;176.7
1029;rosen;exp;5;0.3;exp;0.01;149.85
1030;rosen;exp;5;0.3;exp;0.001;196.4
1031;rosen;exp;5;0.3;exp;0.0001;186.25
1032;rosen;exp;5;0.9;dull;0.5;139.3
1033;rosen;exp;5;0.9;dull;0.25;160.6
1034;rosen;exp;5;0.9;dull;0.1;194.1
1035;rosen;exp;5;0.9;dull;0.01;196.8
1036;rosen;exp;5;0.9;dull;0.001;218.25
1037;rosen;exp;5;0.9;dull;0.0001;220.05
1038;rosen;exp;5;0.9;gauss;0.5;139.3
1039;rosen;exp;5;0.9;gauss;0.25;160.6
1040;rosen;exp;5;0.9;gauss;0.1;194.1
1041;rosen;exp;5;0.9;gauss;0.01;196.8
1042;rosen;exp;5;0.9;gauss;0.001;218.25
1043;rosen;exp;5;0.9;gauss;0.0001;220.05
1044;rosen;exp;5;0.9;uniform;0.5;139.3
1045;rosen;exp;5;0.9;uniform;0.25;160.6
1046;rosen;exp;5;0.9;uniform;0.1;194.1
1047;rosen;exp;5;0.9;uniform;0.01;196.8
1048;rosen;exp;5;0.9;uniform;0.001;218.25
1049;rosen;exp;5;0.9;uniform;0.0001;220.05
1050;rosen;exp;5;0.9;exp;0.5;139.3
1051;rosen;exp;5;0.9;exp;0.25;160.6
1052;rosen;exp;5;0.9;exp;0.1;194.1
1053;rosen;exp;5;0.9;exp;0.01;196.8
1054;rosen;exp;5;0.9;exp;0.001;218.25
1055;rosen;exp;5;0.9;exp;0.0001;220.05
1056;rosen;exp;10;0.05;dull;0.5;347.45
1057;rosen;exp;10;0.05;dull;0.25;445.7
1058;rosen;exp;10;0.05;dull;0.1;403.45
1059;rosen;exp;10;0.05;dull;0.01;468.1
1060;rosen;exp;10;0.05;dull;0.001;477.05
1061;rosen;exp;10;0.05;dull;0.0001;524.25
1062;rosen;exp;10;0.05;gauss;0.5;347.45
1063;rosen;exp;10;0.05;gauss;0.25;445.7
1064;rosen;exp;10;0.05;gauss;0.1;403.45
1065;rosen;exp;10;0.05;gauss;0.01;468.1
1066;rosen;exp;10;0.05;gauss;0.001;477.05
1067;rosen;exp;10;0.05;gauss;0.0001;524.25
1068;rosen;exp;10;0.05;uniform;0.5;347.45
1069;rosen;exp;10;0.05;uniform;0.25;445.7
1070;rosen;exp;10;0.05;uniform;0.1;403.45
1071;rosen;exp;10;0.05;uniform;0.01;468.1
1072;rosen;exp;10;0.05;uniform;0.001;477.05
1073;rosen;exp;10;0.05;uniform;0.0001;524.25
1074;rosen;exp;10;0.05;exp;0.5;347.45
1075;rosen;exp;10;0.05;exp;0.25;445.7
1076;rosen;exp;10;0.05;exp;0.1;403.45
1077;rosen;exp;10;0.05;exp;0.01;468.1
1078;rosen;exp;10;0.05;exp;0.001;477.05
1079;rosen;exp;10;0.05;exp;0.0001;524.25
1080;rosen;exp;10;0.1;dull;0.5;326.55
1081;rosen;exp;10;0.1;dull;0.25;393.15
1082;rosen;exp;10;0.1;dull;0.1;406.55
1083;rosen;exp;10;0.1;dull;0.01;440.05
1084;rosen;exp;10;0.1;dull;0.001;479.2
1085;rosen;exp;10;0.1;dull;0.0001;494.15
1086;rosen;exp;10;0.1;gauss;0.5;326.55
1087;rosen;exp;10;0.1;gauss;0.25;393.15
1088;rosen;exp;10;0.1;gauss;0.1;406.55
1089;rosen;exp;10;0.1;gauss;0.01;440.05
1090;rosen;exp;10;0.1;gauss;0.001;479.2
1091;rosen;exp;10;0.1;gauss;0.0001;494.15
1092;rosen;exp;10;0.1;uniform;0.5;326.55
1093;rosen;exp;10;0.1;uniform;0.25;393.15
1094;rosen;exp;10;0.1;uniform;0.1;406.55
1095;rosen;exp;10;0.1;uniform;0.01;440.05
1096;rosen;exp;10;0.1;uniform;0.001;479.2
1097;rosen;exp;10;0.1;uniform;0.0001;494.15
1098;rosen;exp;10;0.1;exp;0.5;326.55
1099;rosen;exp;10;0.1;exp;0.25;393.15
1100;rosen;exp;10;0.1;exp;0.1;406.55
1101;rosen;exp;10;0.1;exp;0.01;440.05
1102;rosen;exp;10;0.1;exp;0.001;479.2
1103;rosen;exp;10;0.1;exp;0.0001;494.15
1104;rosen;exp;10;0.3;dull;0.5;390.55
1105;rosen;exp;10;0.3;dull;0.25;426.8
1106;rosen;exp;10;0.3;dull;0.1;420.0
1107;rosen;exp;10;0.3;dull;0.01;515.8
1108;rosen;exp;10;0.3;dull;0.001;519.7
1109;rosen;exp;10;0.3;dull;0.0001;550.9
1110;rosen;exp;10;0.3;gauss;0.5;390.55
1111;rosen;exp;10;0.3;gauss;0.25;426.8
1112;rosen;exp;10;0.3;gauss;0.1;420.0
1113;rosen;exp;10;0.3;gauss;0.01;515.8
1114;rosen;exp;10;0.3;gauss;0.001;519.7
1115;rosen;exp;10;0.3;gauss;0.0001;550.9
1116;rosen;exp;10;0.3;uniform;0.5;390.55
1117;rosen;exp;10;0.3;uniform;0.25;426.8
1118;rosen;exp;10;0.3;uniform;0.1;420.0
1119;rosen;exp;10;0.3;uniform;0.01;515.8
1120;rosen;exp;10;0.3;uniform;0.001;519.7
1121;rosen;exp;10;0.3;uniform;0.0001;550.9
1122;rosen;exp;10;0.3;exp;0.5;390.55
1123;rosen;exp;10;0.3;exp;0.25;426.8
1124;rosen;exp;10;0.3;exp;0.1;420.0
1125;rosen;exp;10;0.3;exp;0.01;515.8
1126;rosen;exp;10;0.3;exp;0.001;519.7
1127;rosen;exp;10;0.3;exp;0.0001;550.9
1128;rosen;exp;10;0.9;dull;0.5;396.05
1129;rosen;exp;10;0.9;dull;0.25;412.2
1130;rosen;exp;10;0.9;dull;0.1;475.85
1131;rosen;exp;10;0.9;dull;0.01;519.75
1132;rosen;exp;10;0.9;dull;0.001;535.15
1133;rosen;exp;10;0.9;dull;0.0001;572.95
1134;rosen;exp;10;0.9;gauss;0.5;396.05
